Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	ChangeTemperature	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetHumidity	{}
Airconditioner	GetTemperatureFromDevice	{}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'spa'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'max room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'adam room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'enterance hall'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'foyer'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'pantry'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'reception'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'reception room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'den'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'garage'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'wine cellar'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'attic'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'bathroom'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'powder room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'laundry room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'storage room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'kids room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'nursery'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'playroom'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'home theater room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'kitchen'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'hall'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'bedroom'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'spa'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'max room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'kitchen'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'hall'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'bedroom'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'spa'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'max room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'adam room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'keeping room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'keeping room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'enterance hall'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'foyer'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'dining room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'reception'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'reception room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'reception room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'keeping room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'enterance hall'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'foyer'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'pantry'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'dining room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'sun room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'home office'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'library'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'reception'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'reception room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'laundry room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'storage room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'master bedroom'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'kids room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'den'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'parlor'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'playroom'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'playroom'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'game room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'music room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'home theater room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'family room'}
Airconditioner	GetTemperatureFromDevice	{'device_name': 'sun room'}
Airconditioner	GetTemperature	{'av_alias': 'aircon'}
Airconditioner	GetTemperature	{'av_alias': 'cooling system'}
Airconditioner	GetTemperature	{'av_alias': 'air conditioning'}
Airconditioner	GetTemperature	{'av_alias': 'cooling system'}
Airconditioner	GetTemperature	{'av_alias': 'cooling system'}
Airconditioner	GetTemperature	{'av_alias': 'hvac'}
Airconditioner	GetTemperature	{'av_alias': 'heating'}
Airconditioner	GetTemperature	{'av_alias': 'ac'}
Airconditioner	GetTemperature	{'av_alias': 'aircon'}
Airconditioner	GetTemperature	{'av_alias': 'air conditioning'}
Airconditioner	GetTemperature	{'av_alias': 'cooling system'}
Airconditioner	GetTemperature	{'av_alias': 'heating'}
Airconditioner	GetTemperature	{'av_alias': 'ac'}
Airconditioner	GetTemperature	{'av_alias': 'aircon'}
Airconditioner	GetTemperature	{'av_alias': 'air conditioning'}
Airconditioner	GetTemperature	{'av_alias': 'cooling system'}
Airconditioner	GetTemperature	{'av_alias': 'hvac'}
Airconditioner	GetTemperature	{'av_alias': 'air conditioning'}
Airconditioner	GetTemperature	{'av_alias': 'cooling system'}
Airconditioner	GetTemperature	{'av_alias': 'hvac'}
Airconditioner	GetTemperature	{'av_alias': 'heating'}
Airconditioner	GetTemperature	{'av_alias': 'ac'}
Airconditioner	GetTemperature	{'av_alias': 'air conditioning'}
Airconditioner	GetTemperature	{'av_alias': 'cooling system'}
Airconditioner	GetTemperature	{'av_alias': 'hvac'}
Airconditioner	GetTemperature	{'av_alias': 'heating'}
Airconditioner	GetTemperature	{'av_alias': 'ac'}
Airconditioner	GetTemperature	{'av_alias': 'aircon'}
Airconditioner	GetTemperature	{'av_alias': 'air conditioning'}
Airconditioner	GetTemperature	{'av_alias': 'cooling system'}
Airconditioner	GetTemperature	{'av_alias': 'cooling system'}
Airconditioner	GetTemperature	{'av_alias': 'heating'}
Airconditioner	GetTemperature	{'av_alias': 'aircon'}
Airconditioner	GetTemperature	{'av_alias': 'air conditioning'}
Airconditioner	GetTemperature	{'av_alias': 'cooling system'}
Airconditioner	GetTemperature	{'av_alias': 'air conditioning'}
Airconditioner	GetTemperature	{'av_alias': 'cooling system'}
Airconditioner	GetTemperature	{'av_alias': 'hvac'}
Airconditioner	GetTemperature	{'av_alias': 'heating'}
Airconditioner	GetTemperature	{'av_alias': 'aircon'}
Airconditioner	GetTemperature	{'av_alias': 'cooling system'}
Airconditioner	GetTemperature	{'av_alias': 'hvac'}
Airconditioner	GetTemperature	{}
Airconditioner	GetTemperature	{}
Airconditioner	GetTemperature	{}
Airconditioner	GetTemperature	{}
Airconditioner	GetTemperature	{}
Airconditioner	GetTemperature	{}
Airconditioner	GetTemperature	{}
Airconditioner	GetTemperature	{}
Airconditioner	GetTemperature	{}
Airconditioner	GetTemperature	{}
Airconditioner	GetTemperature	{}
Airconditioner	GetTemperature	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureBetweenValues	{}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'powder room'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'laundry room'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'storage room'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'master bedroom'}
Airconditioner	SetTemperatureOnDevice	{}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'guest room'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'playroom'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'home theater room'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'living room'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'kitchen'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'hall'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'bedroom'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'spa'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'adam room'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'keeping room'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'enterance hall'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'pantry'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'den'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'parlor'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'family room'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'home office'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'library'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'bathroom'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'powder room'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'game room'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'music room'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'home theater room'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'home gym'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'garage'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'basement'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'wine cellar'}
Airconditioner	SetTemperatureOnDevice	{}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'living room'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'kitchen'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'hall'}
Airconditioner	SetTemperatureOnDevice	{'device_name': 'entrance hall'}
